"","suburb","breed","n","latitude","longitude"
"1324","Bellbowrie","Whippet",4,-27.5619404,152.8868313
"1325","Bellbowrie","Yorkshire Terrier",1,-27.5619404,152.8868313
"1326","Belmont","American Staffordshire Terrier",10,-27.4889135,153.1273047
"1327","Belmont","Australian Cattle Dog",12,-27.4889135,153.1273047
"1328","Belmont","Australian Kelpie",14,-27.4889135,153.1273047
"1329","Belmont","Australian Shepherd",1,-27.4889135,153.1273047
"1330","Belmont","Australian Silky Terrier",3,-27.4889135,153.1273047
"1331","Belmont","Australian Terrier",2,-27.4889135,153.1273047
"1332","Belmont","Beagle",14,-27.4889135,153.1273047
"1333","Belmont","Bichon Frise",6,-27.4889135,153.1273047
"1334","Belmont","Border Collie",30,-27.4889135,153.1273047
"1335","Belmont","Boston Terrier",1,-27.4889135,153.1273047
"1336","Belmont","Boxer",11,-27.4889135,153.1273047
"1337","Belmont","British Bulldog",3,-27.4889135,153.1273047
"1338","Belmont","Brittany",3,-27.4889135,153.1273047
"1339","Belmont","Bull Arab",6,-27.4889135,153.1273047
"1340","Belmont","Bulldog",2,-27.4889135,153.1273047
"1341","Belmont","Bullmastiff",4,-27.4889135,153.1273047
"1342","Belmont","Cane Corso",1,-27.4889135,153.1273047
"1343","Belmont","Cavalier King Charles Spaniel",26,-27.4889135,153.1273047
"1344","Belmont","Chihuahua",6,-27.4889135,153.1273047
"1345","Belmont","Chihuahua (Long Coat)",2,-27.4889135,153.1273047
"1346","Belmont","Chihuahua (Smooth Coat)",1,-27.4889135,153.1273047
"1347","Belmont","Cocker Spaniel",14,-27.4889135,153.1273047
"1348","Belmont","Cocker Spaniel (American)",1,-27.4889135,153.1273047
"1349","Belmont","Dachshund",15,-27.4889135,153.1273047
"1350","Belmont","Dalmatian",8,-27.4889135,153.1273047
"1351","Belmont","Dobermann",3,-27.4889135,153.1273047
"1352","Belmont","English Springer Spaniel",1,-27.4889135,153.1273047
"1353","Belmont","Fox Terrier",13,-27.4889135,153.1273047
"1354","Belmont","French Bulldog",10,-27.4889135,153.1273047
"1355","Belmont","German Shepherd Dog",19,-27.4889135,153.1273047
"1356","Belmont","German Shepherd Dog (Long Stock Coat)",1,-27.4889135,153.1273047
"1357","Belmont","German Shorthaired Pointer",3,-27.4889135,153.1273047
"1358","Belmont","German Wirehaired Pointer",1,-27.4889135,153.1273047
"1359","Belmont","Golden Retriever",25,-27.4889135,153.1273047
"1360","Belmont","Great Dane",3,-27.4889135,153.1273047
"1361","Belmont","Greyhound",7,-27.4889135,153.1273047
"1362","Belmont","Griffon Bruxellois",1,-27.4889135,153.1273047
"1363","Belmont","Havanese",1,-27.4889135,153.1273047
"1364","Belmont","Hungarian Vizsla",1,-27.4889135,153.1273047
"1365","Belmont","Italian Greyhound",1,-27.4889135,153.1273047
"1366","Belmont","Jack Russell Terrier",20,-27.4889135,153.1273047
"1367","Belmont","Japanese Spitz",2,-27.4889135,153.1273047
"1368","Belmont","King Charles Spaniel",3,-27.4889135,153.1273047
"1369","Belmont","Labrador Retriever",47,-27.4889135,153.1273047
"1370","Belmont","Lagotto Romagnolo",1,-27.4889135,153.1273047
"1371","Belmont","Lhasa Apso",3,-27.4889135,153.1273047
"1372","Belmont","Maltese",33,-27.4889135,153.1273047
"1373","Belmont","Manchester Terrier",2,-27.4889135,153.1273047
"1374","Belmont","Maremma Sheepdog",3,-27.4889135,153.1273047
"1375","Belmont","Medium Cross Breed",1,-27.4889135,153.1273047
"1376","Belmont","Papillon",1,-27.4889135,153.1273047
"1377","Belmont","Petit Basset Griffon Vendeen",1,-27.4889135,153.1273047
"1378","Belmont","Pomeranian",5,-27.4889135,153.1273047
"1379","Belmont","Poodle",20,-27.4889135,153.1273047
"1380","Belmont","Poodle (Miniature)",2,-27.4889135,153.1273047
"1381","Belmont","Poodle (Standard)",2,-27.4889135,153.1273047
"1382","Belmont","Poodle (Toy)",3,-27.4889135,153.1273047
"1383","Belmont","Pug",9,-27.4889135,153.1273047
"1384","Belmont","Rhodesian Ridgeback",5,-27.4889135,153.1273047
"1385","Belmont","Rottweiler",13,-27.4889135,153.1273047
"1386","Belmont","Schnauzer",1,-27.4889135,153.1273047
"1387","Belmont","Schnauzer (Miniature)",3,-27.4889135,153.1273047
"1388","Belmont","Shetland Sheepdog",3,-27.4889135,153.1273047
"1389","Belmont","Shiba Inu",3,-27.4889135,153.1273047
"1390","Belmont","Shih Tzu",6,-27.4889135,153.1273047
"1391","Belmont","Siberian Husky",1,-27.4889135,153.1273047
"1392","Belmont","Small Cross Breed",1,-27.4889135,153.1273047
"1393","Belmont","Soft Coated Wheaten Terrier",1,-27.4889135,153.1273047
"1394","Belmont","Staffordshire Bull Terrier",33,-27.4889135,153.1273047
"1395","Belmont","Stag Hound",1,-27.4889135,153.1273047
"1396","Belmont","Tenterfield Terrier",3,-27.4889135,153.1273047
"1397","Belmont","Tibetan Spaniel",1,-27.4889135,153.1273047
"1398","Belmont","Tibetan Terrier",1,-27.4889135,153.1273047
"1399","Belmont","Unknown",3,-27.4889135,153.1273047
"1400","Belmont","Weimaraner",1,-27.4889135,153.1273047
"1401","Belmont","Welsh Corgi",2,-27.4889135,153.1273047
"1402","Belmont","Welsh Corgi (Pembroke)",1,-27.4889135,153.1273047
"1403","Belmont","West Highland White Terrier",2,-27.4889135,153.1273047
"1404","Boondall","Afghan Hound",1,-27.3422417,153.0703722
"1405","Boondall","Airedale Terrier",1,-27.3422417,153.0703722
"1406","Boondall","Alaskan Malamute",1,-27.3422417,153.0703722
"1407","Boondall","American Staffordshire Terrier",28,-27.3422417,153.0703722
"1408","Boondall","Australian Cattle Dog",36,-27.3422417,153.0703722
"1409","Boondall","Australian Kelpie",48,-27.3422417,153.0703722
"1410","Boondall","Australian Koolie",3,-27.3422417,153.0703722
"1411","Boondall","Australian Shepherd",3,-27.3422417,153.0703722
"1412","Boondall","Australian Silky Terrier",6,-27.3422417,153.0703722
"1413","Boondall","Australian Terrier",6,-27.3422417,153.0703722
"1414","Boondall","Basenji",2,-27.3422417,153.0703722
"1415","Boondall","Basset Hound",1,-27.3422417,153.0703722
"1416","Boondall","Beagle",14,-27.3422417,153.0703722
"1417","Boondall","Belgian Shepherd",1,-27.3422417,153.0703722
"1418","Boondall","Bichon Frise",7,-27.3422417,153.0703722
"1419","Boondall","Border Collie",64,-27.3422417,153.0703722
"1420","Boondall","Border Terrier",1,-27.3422417,153.0703722
"1421","Boondall","Boston Terrier",3,-27.3422417,153.0703722
"1422","Boondall","Boxer",18,-27.3422417,153.0703722
"1423","Boondall","British Bulldog",5,-27.3422417,153.0703722
"1424","Boondall","Bull Arab",16,-27.3422417,153.0703722
"1425","Boondall","Bull Terrier",2,-27.3422417,153.0703722
"1426","Boondall","Bullmastiff",3,-27.3422417,153.0703722
"1427","Boondall","Cavalier King Charles Spaniel",41,-27.3422417,153.0703722
"1428","Boondall","Chihuahua",18,-27.3422417,153.0703722
"1429","Boondall","Chihuahua (Long Coat)",2,-27.3422417,153.0703722
"1430","Boondall","Chihuahua (Smooth Coat)",2,-27.3422417,153.0703722
"1431","Boondall","Chow Chow",2,-27.3422417,153.0703722
"1432","Boondall","Cocker Spaniel",13,-27.3422417,153.0703722
"1433","Boondall","Cocker Spaniel (American)",1,-27.3422417,153.0703722
"1434","Boondall","Collie (Rough)",1,-27.3422417,153.0703722
"1435","Boondall","Curly Coated Retriever",1,-27.3422417,153.0703722
"1436","Boondall","Dachshund",29,-27.3422417,153.0703722
"1437","Boondall","Dalmatian",2,-27.3422417,153.0703722
"1438","Boondall","Dobermann",4,-27.3422417,153.0703722
"1439","Boondall","Dogue de Bordeaux",2,-27.3422417,153.0703722
"1440","Boondall","English Springer Spaniel",2,-27.3422417,153.0703722
"1441","Boondall","English Toy Terrier",1,-27.3422417,153.0703722
"1442","Boondall","Fox Terrier",31,-27.3422417,153.0703722
"1443","Boondall","Fox Terrier (Smooth)",3,-27.3422417,153.0703722
"1444","Boondall","Fox Terrier (Wire)",2,-27.3422417,153.0703722
"1445","Boondall","French Bulldog",9,-27.3422417,153.0703722
"1446","Boondall","German Shepherd Dog",23,-27.3422417,153.0703722
"1447","Boondall","German Shorthaired Pointer",2,-27.3422417,153.0703722
"1448","Boondall","Golden Retriever",15,-27.3422417,153.0703722
"1449","Boondall","Great Dane",11,-27.3422417,153.0703722
"1450","Boondall","Greyhound",16,-27.3422417,153.0703722
"1451","Boondall","Havanese",2,-27.3422417,153.0703722
"1452","Boondall","Hungarian Vizsla",1,-27.3422417,153.0703722
"1453","Boondall","Irish Wolfhound",6,-27.3422417,153.0703722
"1454","Boondall","Jack Russell Terrier",27,-27.3422417,153.0703722
"1455","Boondall","Japanese Spitz",3,-27.3422417,153.0703722
"1456","Boondall","Kangal Dog",1,-27.3422417,153.0703722
"1457","Boondall","Keeshond",1,-27.3422417,153.0703722
"1458","Boondall","Kerry Blue Terrier",1,-27.3422417,153.0703722
"1459","Boondall","King Charles Spaniel",1,-27.3422417,153.0703722
"1460","Boondall","Labrador Retriever",69,-27.3422417,153.0703722
"1461","Boondall","Lagotto Romagnolo",1,-27.3422417,153.0703722
"1462","Boondall","Lhasa Apso",8,-27.3422417,153.0703722
"1463","Boondall","Lowchen",1,-27.3422417,153.0703722
"1464","Boondall","Maltese",68,-27.3422417,153.0703722
"1465","Boondall","Manchester Terrier",1,-27.3422417,153.0703722
"1466","Boondall","Maremma Sheepdog",3,-27.3422417,153.0703722
"1467","Boondall","Mastiff",5,-27.3422417,153.0703722
"1468","Boondall","Medium Cross Breed",1,-27.3422417,153.0703722
"1469","Boondall","Neapolitan Mastiff",1,-27.3422417,153.0703722
"1470","Boondall","Papillon",1,-27.3422417,153.0703722
"1471","Boondall","Pointer",1,-27.3422417,153.0703722
"1472","Boondall","Pomeranian",6,-27.3422417,153.0703722
"1473","Boondall","Poodle",42,-27.3422417,153.0703722
"1474","Boondall","Poodle (Miniature)",10,-27.3422417,153.0703722
"1475","Boondall","Poodle (Standard)",2,-27.3422417,153.0703722
"1476","Boondall","Poodle (Toy)",6,-27.3422417,153.0703722
"1477","Boondall","Pug",13,-27.3422417,153.0703722
"1478","Boondall","Rhodesian Ridgeback",7,-27.3422417,153.0703722
"1479","Boondall","Rottweiler",23,-27.3422417,153.0703722
"1480","Boondall","Samoyed",1,-27.3422417,153.0703722
"1481","Boondall","Schnauzer",9,-27.3422417,153.0703722
"1482","Boondall","Schnauzer (Miniature)",2,-27.3422417,153.0703722
"1483","Boondall","Shar Pei",7,-27.3422417,153.0703722
"1484","Boondall","Shetland Sheepdog",1,-27.3422417,153.0703722
"1485","Boondall","Shih Tzu",24,-27.3422417,153.0703722
"1486","Boondall","Siberian Husky",15,-27.3422417,153.0703722
"1487","Boondall","St Bernard",1,-27.3422417,153.0703722
"1488","Boondall","Staffordshire Bull Terrier",84,-27.3422417,153.0703722
"1489","Boondall","Stag Hound",1,-27.3422417,153.0703722
"1490","Boondall","Tenterfield Terrier",1,-27.3422417,153.0703722
"1491","Boondall","Tibetan Spaniel",3,-27.3422417,153.0703722
"1492","Boondall","Tibetan Terrier",1,-27.3422417,153.0703722
"1493","Boondall","Unknown",6,-27.3422417,153.0703722
"1494","Boondall","Welsh Corgi",2,-27.3422417,153.0703722
"1495","Boondall","Welsh Corgi (Pembroke)",2,-27.3422417,153.0703722
"1496","Boondall","West Highland White Terrier",6,-27.3422417,153.0703722
"1497","Boondall","Whippet",5,-27.3422417,153.0703722
"1498","Bowen Hills","American Staffordshire Terrier",1,-27.4510454,153.0319808
"1499","Bowen Hills","Australian Cattle Dog",2,-27.4510454,153.0319808
"1500","Bowen Hills","Australian Kelpie",1,-27.4510454,153.0319808
"1501","Bowen Hills","Beagle",3,-27.4510454,153.0319808
"1502","Bowen Hills","Bichon Frise",1,-27.4510454,153.0319808
"1503","Bowen Hills","Border Collie",1,-27.4510454,153.0319808
"1504","Bowen Hills","Boston Terrier",1,-27.4510454,153.0319808
"1505","Bowen Hills","Bull Arab",1,-27.4510454,153.0319808
"1506","Bowen Hills","Bulldog",3,-27.4510454,153.0319808
"1507","Bowen Hills","Cavalier King Charles Spaniel",6,-27.4510454,153.0319808
"1508","Bowen Hills","Chihuahua",7,-27.4510454,153.0319808
"1509","Bowen Hills","Chihuahua (Long Coat)",1,-27.4510454,153.0319808
"1510","Bowen Hills","Cocker Spaniel",5,-27.4510454,153.0319808
"1511","Bowen Hills","Dachshund",10,-27.4510454,153.0319808
"1512","Bowen Hills","Dalmatian",1,-27.4510454,153.0319808
"1513","Bowen Hills","English Setter",1,-27.4510454,153.0319808
"1514","Bowen Hills","Fox Terrier",3,-27.4510454,153.0319808
"1515","Bowen Hills","Fox Terrier (Smooth)",2,-27.4510454,153.0319808
"1516","Bowen Hills","French Bulldog",5,-27.4510454,153.0319808
"1517","Bowen Hills","Golden Retriever",2,-27.4510454,153.0319808
"1518","Bowen Hills","Greyhound",6,-27.4510454,153.0319808
"1519","Bowen Hills","Havanese",1,-27.4510454,153.0319808
"1520","Bowen Hills","Italian Greyhound",4,-27.4510454,153.0319808
"1521","Bowen Hills","Jack Russell Terrier",5,-27.4510454,153.0319808
"1522","Bowen Hills","Japanese Spitz",4,-27.4510454,153.0319808
"1523","Bowen Hills","Labrador Retriever",3,-27.4510454,153.0319808
"1524","Bowen Hills","Lhasa Apso",2,-27.4510454,153.0319808
"1525","Bowen Hills","Maltese",16,-27.4510454,153.0319808
"1526","Bowen Hills","Medium Cross Breed",1,-27.4510454,153.0319808
"1527","Bowen Hills","Pomeranian",7,-27.4510454,153.0319808
"1528","Bowen Hills","Poodle",7,-27.4510454,153.0319808
"1529","Bowen Hills","Poodle (Miniature)",1,-27.4510454,153.0319808
"1530","Bowen Hills","Poodle (Toy)",3,-27.4510454,153.0319808
"1531","Bowen Hills","Pug",4,-27.4510454,153.0319808
"1532","Bowen Hills","Rhodesian Ridgeback",1,-27.4510454,153.0319808
"1533","Bowen Hills","Rottweiler",2,-27.4510454,153.0319808
"1534","Bowen Hills","Schnauzer",1,-27.4510454,153.0319808
"1535","Bowen Hills","Schnauzer (Miniature)",2,-27.4510454,153.0319808
"1536","Bowen Hills","Shih Tzu",5,-27.4510454,153.0319808
"1537","Bowen Hills","Staffordshire Bull Terrier",7,-27.4510454,153.0319808
"1538","Bowen Hills","Unknown",1,-27.4510454,153.0319808
"1539","Bowen Hills","Welsh Corgi (Cardigan)",2,-27.4510454,153.0319808
"1540","Bowen Hills","Whippet",2,-27.4510454,153.0319808
"1541","Bracken Ridge","Akita",1,-27.3237467,153.0266071
"1542","Bracken Ridge","Alaskan Malamute",3,-27.3237467,153.0266071
"1543","Bracken Ridge","American Staffordshire Terrier",72,-27.3237467,153.0266071
"1544","Bracken Ridge","Australian Cattle Dog",92,-27.3237467,153.0266071
"1545","Bracken Ridge","Australian Kelpie",102,-27.3237467,153.0266071
"1546","Bracken Ridge","Australian Koolie",3,-27.3237467,153.0266071
"1547","Bracken Ridge","Australian Shepherd",3,-27.3237467,153.0266071
"1548","Bracken Ridge","Australian Silky Terrier",13,-27.3237467,153.0266071
"1549","Bracken Ridge","Australian Stumpy Tail Cattle Dog",2,-27.3237467,153.0266071
"1550","Bracken Ridge","Australian Terrier",9,-27.3237467,153.0266071
"1551","Bracken Ridge","Basset Hound",3,-27.3237467,153.0266071
"1552","Bracken Ridge","Beagle",35,-27.3237467,153.0266071
"1553","Bracken Ridge","Bearded Collie",2,-27.3237467,153.0266071
"1554","Bracken Ridge","Bernese Mountain Dog",1,-27.3237467,153.0266071
"1555","Bracken Ridge","Bichon Frise",19,-27.3237467,153.0266071
"1556","Bracken Ridge","Border Collie",160,-27.3237467,153.0266071
"1557","Bracken Ridge","Border Terrier",2,-27.3237467,153.0266071
"1558","Bracken Ridge","Boston Terrier",10,-27.3237467,153.0266071
"1559","Bracken Ridge","Boxer",15,-27.3237467,153.0266071
"1560","Bracken Ridge","Bracco Italiano",1,-27.3237467,153.0266071
"1561","Bracken Ridge","British Bulldog",7,-27.3237467,153.0266071
"1562","Bracken Ridge","Bull Arab",55,-27.3237467,153.0266071
"1563","Bracken Ridge","Bull Terrier",14,-27.3237467,153.0266071
"1564","Bracken Ridge","Bulldog",4,-27.3237467,153.0266071
"1565","Bracken Ridge","Bullmastiff",17,-27.3237467,153.0266071
"1566","Bracken Ridge","Cairn Terrier",4,-27.3237467,153.0266071
"1567","Bracken Ridge","Canaan Dog",1,-27.3237467,153.0266071
"1568","Bracken Ridge","Cane Corso",1,-27.3237467,153.0266071
"1569","Bracken Ridge","Cavalier King Charles Spaniel",87,-27.3237467,153.0266071
"1570","Bracken Ridge","Chesapeake Bay Retriever",1,-27.3237467,153.0266071
"1571","Bracken Ridge","Chihuahua",54,-27.3237467,153.0266071
"1572","Bracken Ridge","Chihuahua (Long Coat)",3,-27.3237467,153.0266071
"1573","Bracken Ridge","Chihuahua (Smooth Coat)",6,-27.3237467,153.0266071
"1574","Bracken Ridge","Chinese Crested Dog",2,-27.3237467,153.0266071
"1575","Bracken Ridge","Chow Chow",1,-27.3237467,153.0266071
"1576","Bracken Ridge","Cocker Spaniel",38,-27.3237467,153.0266071
"1577","Bracken Ridge","Collie (Smooth)",1,-27.3237467,153.0266071
"1578","Bracken Ridge","Dachshund",55,-27.3237467,153.0266071
"1579","Bracken Ridge","Dalmatian",5,-27.3237467,153.0266071
"1580","Bracken Ridge","Dobermann",3,-27.3237467,153.0266071
"1581","Bracken Ridge","Dogue de Bordeaux",3,-27.3237467,153.0266071
"1582","Bracken Ridge","Dutch Shepherd Dog",1,-27.3237467,153.0266071
"1583","Bracken Ridge","English Springer Spaniel",4,-27.3237467,153.0266071
"1584","Bracken Ridge","Finnish Lapphund",2,-27.3237467,153.0266071
"1585","Bracken Ridge","Fox Terrier",76,-27.3237467,153.0266071
"1586","Bracken Ridge","Fox Terrier (Smooth)",6,-27.3237467,153.0266071
"1587","Bracken Ridge","French Bulldog",18,-27.3237467,153.0266071
"1588","Bracken Ridge","German Shepherd Dog",88,-27.3237467,153.0266071
"1589","Bracken Ridge","German Shepherd Dog (Long Stock Coat)",1,-27.3237467,153.0266071
"1590","Bracken Ridge","German Shorthaired Pointer",5,-27.3237467,153.0266071
"1591","Bracken Ridge","German Spitz",2,-27.3237467,153.0266071
"1592","Bracken Ridge","Golden Retriever",45,-27.3237467,153.0266071
"1593","Bracken Ridge","Great Dane",22,-27.3237467,153.0266071
"1594","Bracken Ridge","Greyhound",29,-27.3237467,153.0266071
"1595","Bracken Ridge","Griffon Bruxellois",2,-27.3237467,153.0266071
"1596","Bracken Ridge","Hungarian Vizsla",3,-27.3237467,153.0266071
"1597","Bracken Ridge","Irish Wolfhound",9,-27.3237467,153.0266071
"1598","Bracken Ridge","Italian Greyhound",1,-27.3237467,153.0266071
"1599","Bracken Ridge","Jack Russell Terrier",70,-27.3237467,153.0266071
"1600","Bracken Ridge","Japanese Spitz",5,-27.3237467,153.0266071
"1601","Bracken Ridge","Keeshond",1,-27.3237467,153.0266071
"1602","Bracken Ridge","King Charles Spaniel",8,-27.3237467,153.0266071
"1603","Bracken Ridge","Labrador Retriever",167,-27.3237467,153.0266071
"1604","Bracken Ridge","Lagotto Romagnolo",1,-27.3237467,153.0266071
"1605","Bracken Ridge","Large Cross Breed",1,-27.3237467,153.0266071
"1606","Bracken Ridge","Lhasa Apso",19,-27.3237467,153.0266071
"1607","Bracken Ridge","Lowchen",3,-27.3237467,153.0266071
"1608","Bracken Ridge","Maltese",217,-27.3237467,153.0266071
"1609","Bracken Ridge","Maremma Sheepdog",5,-27.3237467,153.0266071
"1610","Bracken Ridge","Mastiff",17,-27.3237467,153.0266071
"1611","Bracken Ridge","Medium Cross Breed",4,-27.3237467,153.0266071
"1612","Bracken Ridge","Miniature Pinscher",3,-27.3237467,153.0266071
"1613","Bracken Ridge","Neapolitan Mastiff",4,-27.3237467,153.0266071
"1614","Bracken Ridge","Norwegian Elkhound",1,-27.3237467,153.0266071
"1615","Bracken Ridge","Norwich Terrier",1,-27.3237467,153.0266071
"1616","Bracken Ridge","Papillon",5,-27.3237467,153.0266071
"1617","Bracken Ridge","Pomeranian",27,-27.3237467,153.0266071
"1618","Bracken Ridge","Poodle",80,-27.3237467,153.0266071
"1619","Bracken Ridge","Poodle (Miniature)",14,-27.3237467,153.0266071
"1620","Bracken Ridge","Poodle (Standard)",1,-27.3237467,153.0266071
"1621","Bracken Ridge","Poodle (Toy)",14,-27.3237467,153.0266071
"1622","Bracken Ridge","Portuguese Water Dog",1,-27.3237467,153.0266071
"1623","Bracken Ridge","Pug",30,-27.3237467,153.0266071
"1624","Bracken Ridge","Rhodesian Ridgeback",18,-27.3237467,153.0266071
"1625","Bracken Ridge","Rottweiler",31,-27.3237467,153.0266071
"1626","Bracken Ridge","Rough Collie",3,-27.3237467,153.0266071
"1627","Bracken Ridge","Samoyed",1,-27.3237467,153.0266071
"1628","Bracken Ridge","Schnauzer",10,-27.3237467,153.0266071
"1629","Bracken Ridge","Schnauzer (Miniature)",6,-27.3237467,153.0266071
"1630","Bracken Ridge","Scottish Terrier",2,-27.3237467,153.0266071
"1631","Bracken Ridge","Shar Pei",13,-27.3237467,153.0266071
"1632","Bracken Ridge","Shetland Sheepdog",5,-27.3237467,153.0266071
"1633","Bracken Ridge","Shih Tzu",59,-27.3237467,153.0266071
"1634","Bracken Ridge","Siberian Husky",25,-27.3237467,153.0266071
"1635","Bracken Ridge","Skye Terrier",1,-27.3237467,153.0266071
"1636","Bracken Ridge","Small Cross Breed",2,-27.3237467,153.0266071
"1637","Bracken Ridge","Staffordshire Bull Terrier",199,-27.3237467,153.0266071
"1638","Bracken Ridge","Stag Hound",1,-27.3237467,153.0266071
"1639","Bracken Ridge","Swedish Vallhund",1,-27.3237467,153.0266071
"1640","Bracken Ridge","Tenterfield Terrier",5,-27.3237467,153.0266071
"1641","Bracken Ridge","Tibetan Spaniel",9,-27.3237467,153.0266071
"1642","Bracken Ridge","Tibetan Terrier",1,-27.3237467,153.0266071
"1643","Bracken Ridge","Unknown",4,-27.3237467,153.0266071
"1644","Bracken Ridge","Weimaraner",2,-27.3237467,153.0266071
"1645","Bracken Ridge","Welsh Corgi",7,-27.3237467,153.0266071
"1646","Bracken Ridge","Welsh Corgi (Pembroke)",1,-27.3237467,153.0266071
"1647","Bracken Ridge","Welsh Springer Spaniel",3,-27.3237467,153.0266071
"1648","Bracken Ridge","West Highland White Terrier",17,-27.3237467,153.0266071
"1649","Bracken Ridge","Whippet",11,-27.3237467,153.0266071
"1650","Bracken Ridge","White Swiss Shepherd Dog",1,-27.3237467,153.0266071
"1651","Bracken Ridge","Yorkshire Terrier",2,-27.3237467,153.0266071
"1652","Bridgeman Downs","Akita",1,-27.355,152.9942
"1653","Bridgeman Downs","Alaskan Malamute",1,-27.355,152.9942
"1654","Bridgeman Downs","American Staffordshire Terrier",4,-27.355,152.9942
"1655","Bridgeman Downs","Anatolian Shepherd Dog",1,-27.355,152.9942
"1656","Bridgeman Downs","Australian Cattle Dog",26,-27.355,152.9942
"1657","Bridgeman Downs","Australian Kelpie",29,-27.355,152.9942
"1658","Bridgeman Downs","Australian Koolie",2,-27.355,152.9942
"1659","Bridgeman Downs","Australian Shepherd",4,-27.355,152.9942
"1660","Bridgeman Downs","Australian Silky Terrier",9,-27.355,152.9942
"1661","Bridgeman Downs","Australian Terrier",2,-27.355,152.9942
"1662","Bridgeman Downs","Beagle",34,-27.355,152.9942
"1663","Bridgeman Downs","Bearded Collie",2,-27.355,152.9942
"1664","Bridgeman Downs","Belgian Shepherd",6,-27.355,152.9942
"1665","Bridgeman Downs","Bichon Frise",27,-27.355,152.9942
"1666","Bridgeman Downs","Border Collie",64,-27.355,152.9942
"1667","Bridgeman Downs","Border Terrier",2,-27.355,152.9942
"1668","Bridgeman Downs","Boston Terrier",2,-27.355,152.9942
"1669","Bridgeman Downs","Boxer",11,-27.355,152.9942
"1670","Bridgeman Downs","British Bulldog",3,-27.355,152.9942
"1671","Bridgeman Downs","Bull Arab",10,-27.355,152.9942
"1672","Bridgeman Downs","Bull Terrier",7,-27.355,152.9942
"1673","Bridgeman Downs","Bulldog",3,-27.355,152.9942
"1674","Bridgeman Downs","Bullmastiff",2,-27.355,152.9942
"1675","Bridgeman Downs","Cairn Terrier",3,-27.355,152.9942
"1676","Bridgeman Downs","Cane Corso",1,-27.355,152.9942
"1677","Bridgeman Downs","Cavalier King Charles Spaniel",90,-27.355,152.9942
"1678","Bridgeman Downs","Chihuahua",16,-27.355,152.9942
"1679","Bridgeman Downs","Chihuahua (Long Coat)",1,-27.355,152.9942
"1680","Bridgeman Downs","Cocker Spaniel",29,-27.355,152.9942
"1681","Bridgeman Downs","Cocker Spaniel (American)",1,-27.355,152.9942
"1682","Bridgeman Downs","Collie (Rough)",2,-27.355,152.9942
"1683","Bridgeman Downs","Curly Coated Retriever",1,-27.355,152.9942
"1684","Bridgeman Downs","Dachshund",33,-27.355,152.9942
"1685","Bridgeman Downs","Dalmatian",1,-27.355,152.9942
"1686","Bridgeman Downs","Dobermann",4,-27.355,152.9942
"1687","Bridgeman Downs","Dogue de Bordeaux",1,-27.355,152.9942
"1688","Bridgeman Downs","English Springer Spaniel",1,-27.355,152.9942
"1689","Bridgeman Downs","Finnish Lapphund",1,-27.355,152.9942
"1690","Bridgeman Downs","Fox Terrier",28,-27.355,152.9942
"1691","Bridgeman Downs","Foxhound",1,-27.355,152.9942
"1692","Bridgeman Downs","French Bulldog",16,-27.355,152.9942
"1693","Bridgeman Downs","German Shepherd Dog",53,-27.355,152.9942
"1694","Bridgeman Downs","German Shepherd Dog (Long Stock Coat)",1,-27.355,152.9942
"1695","Bridgeman Downs","German Shorthaired Pointer",4,-27.355,152.9942
"1696","Bridgeman Downs","Golden Retriever",60,-27.355,152.9942
"1697","Bridgeman Downs","Great Dane",7,-27.355,152.9942
"1698","Bridgeman Downs","Greyhound",4,-27.355,152.9942
"1699","Bridgeman Downs","Havanese",1,-27.355,152.9942
"1700","Bridgeman Downs","Hungarian Vizsla",2,-27.355,152.9942
"1701","Bridgeman Downs","Irish Wolfhound",2,-27.355,152.9942
"1702","Bridgeman Downs","Italian Corso Dog",1,-27.355,152.9942
"1703","Bridgeman Downs","Italian Greyhound",1,-27.355,152.9942
"1704","Bridgeman Downs","Jack Russell Terrier",35,-27.355,152.9942
"1705","Bridgeman Downs","Japanese Chin",1,-27.355,152.9942
"1706","Bridgeman Downs","Japanese Spitz",4,-27.355,152.9942
"1707","Bridgeman Downs","King Charles Spaniel",14,-27.355,152.9942
"1708","Bridgeman Downs","Labrador Retriever",87,-27.355,152.9942
"1709","Bridgeman Downs","Lhasa Apso",15,-27.355,152.9942
"1710","Bridgeman Downs","Lowchen",1,-27.355,152.9942
"1711","Bridgeman Downs","Maltese",117,-27.355,152.9942
"1712","Bridgeman Downs","Maremma Sheepdog",1,-27.355,152.9942
"1713","Bridgeman Downs","Mastiff",2,-27.355,152.9942
"1714","Bridgeman Downs","Medium Cross Breed",1,-27.355,152.9942
"1715","Bridgeman Downs","Miniature Pinscher",2,-27.355,152.9942
"1716","Bridgeman Downs","Neapolitan Mastiff",1,-27.355,152.9942
"1717","Bridgeman Downs","Papillon",5,-27.355,152.9942
"1718","Bridgeman Downs","Pekingese",1,-27.355,152.9942
"1719","Bridgeman Downs","Pointer",2,-27.355,152.9942
"1720","Bridgeman Downs","Pomeranian",6,-27.355,152.9942
"1721","Bridgeman Downs","Poodle",61,-27.355,152.9942
"1722","Bridgeman Downs","Poodle (Miniature)",9,-27.355,152.9942
"1723","Bridgeman Downs","Poodle (Standard)",3,-27.355,152.9942
"1724","Bridgeman Downs","Poodle (Toy)",18,-27.355,152.9942
