"","suburb","breed","n","latitude","longitude"
"1","Acacia Ridge","Akita",1,-27.5873761,153.0270551
"2","Acacia Ridge","Alaskan Malamute",2,-27.5873761,153.0270551
"3","Acacia Ridge","American Staffordshire Terrier",34,-27.5873761,153.0270551
"4","Acacia Ridge","Australian Cattle Dog",35,-27.5873761,153.0270551
"5","Acacia Ridge","Australian Kelpie",33,-27.5873761,153.0270551
"6","Acacia Ridge","Australian Koolie",1,-27.5873761,153.0270551
"7","Acacia Ridge","Australian Shepherd",1,-27.5873761,153.0270551
"8","Acacia Ridge","Australian Silky Terrier",7,-27.5873761,153.0270551
"9","Acacia Ridge","Australian Stumpy Tail Cattle Dog",1,-27.5873761,153.0270551
"10","Acacia Ridge","Australian Terrier",7,-27.5873761,153.0270551
"11","Acacia Ridge","Beagle",5,-27.5873761,153.0270551
"12","Acacia Ridge","Bearded Collie",1,-27.5873761,153.0270551
"13","Acacia Ridge","Bedlington Terrier",1,-27.5873761,153.0270551
"14","Acacia Ridge","Belgian Shepherd",1,-27.5873761,153.0270551
"15","Acacia Ridge","Bichon Frise",4,-27.5873761,153.0270551
"16","Acacia Ridge","Border Collie",29,-27.5873761,153.0270551
"17","Acacia Ridge","Boston Terrier",3,-27.5873761,153.0270551
"18","Acacia Ridge","Boxer",6,-27.5873761,153.0270551
"19","Acacia Ridge","Bull Arab",19,-27.5873761,153.0270551
"20","Acacia Ridge","Bull Terrier",5,-27.5873761,153.0270551
"21","Acacia Ridge","Bulldog",2,-27.5873761,153.0270551
"22","Acacia Ridge","Bullmastiff",10,-27.5873761,153.0270551
"23","Acacia Ridge","Cavalier King Charles Spaniel",4,-27.5873761,153.0270551
"24","Acacia Ridge","Chihuahua",16,-27.5873761,153.0270551
"25","Acacia Ridge","Chihuahua (Smooth Coat)",2,-27.5873761,153.0270551
"26","Acacia Ridge","Cocker Spaniel",6,-27.5873761,153.0270551
"27","Acacia Ridge","Dachshund",10,-27.5873761,153.0270551
"28","Acacia Ridge","Dobermann",1,-27.5873761,153.0270551
"29","Acacia Ridge","Fox Terrier",24,-27.5873761,153.0270551
"30","Acacia Ridge","Fox Terrier (Smooth)",3,-27.5873761,153.0270551
"31","Acacia Ridge","French Bulldog",4,-27.5873761,153.0270551
"32","Acacia Ridge","German Shepherd Dog",29,-27.5873761,153.0270551
"33","Acacia Ridge","Golden Retriever",3,-27.5873761,153.0270551
"34","Acacia Ridge","Great Dane",4,-27.5873761,153.0270551
"35","Acacia Ridge","Greyhound",1,-27.5873761,153.0270551
"36","Acacia Ridge","Hungarian Vizsla",2,-27.5873761,153.0270551
"37","Acacia Ridge","Irish Wolfhound",8,-27.5873761,153.0270551
"38","Acacia Ridge","Jack Russell Terrier",21,-27.5873761,153.0270551
"39","Acacia Ridge","Japanese Spitz",6,-27.5873761,153.0270551
"40","Acacia Ridge","King Charles Spaniel",2,-27.5873761,153.0270551
"41","Acacia Ridge","Labrador Retriever",41,-27.5873761,153.0270551
"42","Acacia Ridge","Lhasa Apso",2,-27.5873761,153.0270551
"43","Acacia Ridge","Maltese",52,-27.5873761,153.0270551
"44","Acacia Ridge","Mastiff",7,-27.5873761,153.0270551
"45","Acacia Ridge","Medium Cross Breed",3,-27.5873761,153.0270551
"46","Acacia Ridge","Neapolitan Mastiff",3,-27.5873761,153.0270551
"47","Acacia Ridge","Papillon",4,-27.5873761,153.0270551
"48","Acacia Ridge","Pomeranian",4,-27.5873761,153.0270551
"49","Acacia Ridge","Poodle",13,-27.5873761,153.0270551
"50","Acacia Ridge","Poodle (Miniature)",1,-27.5873761,153.0270551
"51","Acacia Ridge","Poodle (Standard)",1,-27.5873761,153.0270551
"52","Acacia Ridge","Poodle (Toy)",6,-27.5873761,153.0270551
"53","Acacia Ridge","Pug",2,-27.5873761,153.0270551
"54","Acacia Ridge","Rhodesian Ridgeback",12,-27.5873761,153.0270551
"55","Acacia Ridge","Rottweiler",18,-27.5873761,153.0270551
"56","Acacia Ridge","Samoyed",1,-27.5873761,153.0270551
"57","Acacia Ridge","Schnauzer",1,-27.5873761,153.0270551
"58","Acacia Ridge","Schnauzer (Miniature)",1,-27.5873761,153.0270551
"59","Acacia Ridge","Shar Pei",7,-27.5873761,153.0270551
"60","Acacia Ridge","Shiba Inu",1,-27.5873761,153.0270551
"61","Acacia Ridge","Shih Tzu",11,-27.5873761,153.0270551
"62","Acacia Ridge","Siberian Husky",6,-27.5873761,153.0270551
"63","Acacia Ridge","Small Cross Breed",2,-27.5873761,153.0270551
"64","Acacia Ridge","Staffordshire Bull Terrier",79,-27.5873761,153.0270551
"65","Acacia Ridge","Tibetan Spaniel",3,-27.5873761,153.0270551
"66","Acacia Ridge","Tibetan Terrier",1,-27.5873761,153.0270551
"67","Acacia Ridge","Unknown",3,-27.5873761,153.0270551
"68","Acacia Ridge","West Highland White Terrier",3,-27.5873761,153.0270551
"69","Acacia Ridge","Whippet",2,-27.5873761,153.0270551
"70","Acacia Ridge","Yorkshire Terrier",2,-27.5873761,153.0270551
"71","Albion","Airedale Terrier",1,-27.4321115,153.0428584
"72","Albion","American Staffordshire Terrier",3,-27.4321115,153.0428584
"73","Albion","Australian Cattle Dog",8,-27.4321115,153.0428584
"74","Albion","Australian Kelpie",3,-27.4321115,153.0428584
"75","Albion","Australian Shepherd",1,-27.4321115,153.0428584
"76","Albion","Australian Silky Terrier",1,-27.4321115,153.0428584
"77","Albion","Australian Terrier",2,-27.4321115,153.0428584
"78","Albion","Basenji",2,-27.4321115,153.0428584
"79","Albion","Beagle",5,-27.4321115,153.0428584
"80","Albion","Bearded Collie",1,-27.4321115,153.0428584
"81","Albion","Bernese Mountain Dog",2,-27.4321115,153.0428584
"82","Albion","Bichon Frise",2,-27.4321115,153.0428584
"83","Albion","Border Collie",12,-27.4321115,153.0428584
"84","Albion","Border Terrier",1,-27.4321115,153.0428584
"85","Albion","Boston Terrier",2,-27.4321115,153.0428584
"86","Albion","Boxer",2,-27.4321115,153.0428584
"87","Albion","Bull Arab",1,-27.4321115,153.0428584
"88","Albion","Bulldog",2,-27.4321115,153.0428584
"89","Albion","Cairn Terrier",1,-27.4321115,153.0428584
"90","Albion","Cavalier King Charles Spaniel",14,-27.4321115,153.0428584
"91","Albion","Chihuahua",3,-27.4321115,153.0428584
"92","Albion","Chihuahua (Long Coat)",1,-27.4321115,153.0428584
"93","Albion","Chinese Crested Dog",1,-27.4321115,153.0428584
"94","Albion","Cocker Spaniel",8,-27.4321115,153.0428584
"95","Albion","Dachshund",15,-27.4321115,153.0428584
"96","Albion","Dalmatian",1,-27.4321115,153.0428584
"97","Albion","Dobermann",2,-27.4321115,153.0428584
"98","Albion","English Springer Spaniel",1,-27.4321115,153.0428584
"99","Albion","Fox Terrier",7,-27.4321115,153.0428584
"100","Albion","Fox Terrier (Smooth)",1,-27.4321115,153.0428584
"101","Albion","French Bulldog",7,-27.4321115,153.0428584
"102","Albion","German Shepherd Dog",2,-27.4321115,153.0428584
"103","Albion","Golden Retriever",3,-27.4321115,153.0428584
"104","Albion","Great Dane",1,-27.4321115,153.0428584
"105","Albion","Greyhound",1,-27.4321115,153.0428584
"106","Albion","Irish Setter",2,-27.4321115,153.0428584
"107","Albion","Italian Greyhound",2,-27.4321115,153.0428584
"108","Albion","Jack Russell Terrier",8,-27.4321115,153.0428584
"109","Albion","Japanese Spitz",2,-27.4321115,153.0428584
"110","Albion","King Charles Spaniel",3,-27.4321115,153.0428584
"111","Albion","Labrador Retriever",19,-27.4321115,153.0428584
"112","Albion","Lhasa Apso",3,-27.4321115,153.0428584
"113","Albion","Maltese",18,-27.4321115,153.0428584
"114","Albion","Medium Cross Breed",2,-27.4321115,153.0428584
"115","Albion","Old English Sheepdog",2,-27.4321115,153.0428584
"116","Albion","Papillon",1,-27.4321115,153.0428584
"117","Albion","Pomeranian",8,-27.4321115,153.0428584
"118","Albion","Poodle",14,-27.4321115,153.0428584
"119","Albion","Poodle (Miniature)",5,-27.4321115,153.0428584
"120","Albion","Poodle (Toy)",6,-27.4321115,153.0428584
"121","Albion","Pug",4,-27.4321115,153.0428584
"122","Albion","Rhodesian Ridgeback",2,-27.4321115,153.0428584
"123","Albion","Rottweiler",2,-27.4321115,153.0428584
"124","Albion","Schnauzer",2,-27.4321115,153.0428584
"125","Albion","Schnauzer (Miniature)",1,-27.4321115,153.0428584
"126","Albion","Shar Pei",1,-27.4321115,153.0428584
"127","Albion","Shetland Sheepdog",1,-27.4321115,153.0428584
"128","Albion","Shiba Inu",2,-27.4321115,153.0428584
"129","Albion","Siberian Husky",3,-27.4321115,153.0428584
"130","Albion","Small Cross Breed",1,-27.4321115,153.0428584
"131","Albion","Staffordshire Bull Terrier",9,-27.4321115,153.0428584
"132","Albion","Tibetan Terrier",1,-27.4321115,153.0428584
"133","Albion","Unknown",2,-27.4321115,153.0428584
"134","Albion","Welsh Corgi (Pembroke)",1,-27.4321115,153.0428584
"135","Albion","Welsh Terrier",1,-27.4321115,153.0428584
"136","Albion","West Highland White Terrier",2,-27.4321115,153.0428584
"137","Albion","Whippet",1,-27.4321115,153.0428584
"138","Albion","White Swiss Shepherd Dog",1,-27.4321115,153.0428584
"139","Alderley","American Staffordshire Terrier",10,-27.4253256,153.0011531
"140","Alderley","Australian Cattle Dog",26,-27.4253256,153.0011531
"141","Alderley","Australian Kelpie",25,-27.4253256,153.0011531
"142","Alderley","Australian Koolie",1,-27.4253256,153.0011531
"143","Alderley","Australian Shepherd",2,-27.4253256,153.0011531
"144","Alderley","Australian Silky Terrier",1,-27.4253256,153.0011531
"145","Alderley","Australian Stumpy Tail Cattle Dog",1,-27.4253256,153.0011531
"146","Alderley","Australian Terrier",1,-27.4253256,153.0011531
"147","Alderley","Basenji",2,-27.4253256,153.0011531
"148","Alderley","Basset Hound",3,-27.4253256,153.0011531
"149","Alderley","Beagle",17,-27.4253256,153.0011531
"150","Alderley","Bedlington Terrier",1,-27.4253256,153.0011531
"151","Alderley","Belgian Shepherd",1,-27.4253256,153.0011531
"152","Alderley","Bichon Frise",9,-27.4253256,153.0011531
"153","Alderley","Border Collie",46,-27.4253256,153.0011531
"154","Alderley","Border Terrier",1,-27.4253256,153.0011531
"155","Alderley","Borzoi",1,-27.4253256,153.0011531
"156","Alderley","Boston Terrier",5,-27.4253256,153.0011531
"157","Alderley","Boxer",2,-27.4253256,153.0011531
"158","Alderley","British Bulldog",1,-27.4253256,153.0011531
"159","Alderley","Brittany",2,-27.4253256,153.0011531
"160","Alderley","Bull Arab",3,-27.4253256,153.0011531
"161","Alderley","Bull Terrier",3,-27.4253256,153.0011531
"162","Alderley","Bulldog",2,-27.4253256,153.0011531
"163","Alderley","Bullmastiff",5,-27.4253256,153.0011531
"164","Alderley","Cavalier King Charles Spaniel",63,-27.4253256,153.0011531
"165","Alderley","Chihuahua",8,-27.4253256,153.0011531
"166","Alderley","Chihuahua (Long Coat)",1,-27.4253256,153.0011531
"167","Alderley","Chihuahua (Smooth Coat)",1,-27.4253256,153.0011531
"168","Alderley","Chinese Crested Dog",1,-27.4253256,153.0011531
"169","Alderley","Chow Chow",1,-27.4253256,153.0011531
"170","Alderley","Cocker Spaniel",28,-27.4253256,153.0011531
"171","Alderley","Collie (Smooth)",2,-27.4253256,153.0011531
"172","Alderley","Dachshund",20,-27.4253256,153.0011531
"173","Alderley","Dalmatian",4,-27.4253256,153.0011531
"174","Alderley","Dobermann",1,-27.4253256,153.0011531
"175","Alderley","Dogue de Bordeaux",4,-27.4253256,153.0011531
"176","Alderley","Fox Terrier",5,-27.4253256,153.0011531
"177","Alderley","Fox Terrier (Smooth)",3,-27.4253256,153.0011531
"178","Alderley","Fox Terrier (Wire)",1,-27.4253256,153.0011531
"179","Alderley","French Bulldog",9,-27.4253256,153.0011531
"180","Alderley","German Shepherd Dog",7,-27.4253256,153.0011531
"181","Alderley","German Shepherd Dog (Long Stock Coat)",1,-27.4253256,153.0011531
"182","Alderley","German Shorthaired Pointer",7,-27.4253256,153.0011531
"183","Alderley","Golden Retriever",33,-27.4253256,153.0011531
"184","Alderley","Gordon Setter",1,-27.4253256,153.0011531
"185","Alderley","Great Dane",1,-27.4253256,153.0011531
"186","Alderley","Greyhound",9,-27.4253256,153.0011531
"187","Alderley","Griffon Bruxellois",1,-27.4253256,153.0011531
"188","Alderley","Havanese",1,-27.4253256,153.0011531
"189","Alderley","Hungarian Vizsla",6,-27.4253256,153.0011531
"190","Alderley","Irish Terrier",2,-27.4253256,153.0011531
"191","Alderley","Irish Wolfhound",3,-27.4253256,153.0011531
"192","Alderley","Italian Greyhound",4,-27.4253256,153.0011531
"193","Alderley","Jack Russell Terrier",23,-27.4253256,153.0011531
"194","Alderley","King Charles Spaniel",3,-27.4253256,153.0011531
"195","Alderley","Labrador Retriever",59,-27.4253256,153.0011531
"196","Alderley","Lagotto Romagnolo",1,-27.4253256,153.0011531
"197","Alderley","Lakeland Terrier",1,-27.4253256,153.0011531
"198","Alderley","Lhasa Apso",7,-27.4253256,153.0011531
"199","Alderley","Lowchen",1,-27.4253256,153.0011531
"200","Alderley","Maltese",42,-27.4253256,153.0011531
"201","Alderley","Maremma Sheepdog",2,-27.4253256,153.0011531
"202","Alderley","Medium Cross Breed",4,-27.4253256,153.0011531
"203","Alderley","Neapolitan Mastiff",2,-27.4253256,153.0011531
"204","Alderley","Newfoundland",1,-27.4253256,153.0011531
"205","Alderley","Old English Sheepdog",1,-27.4253256,153.0011531
"206","Alderley","Papillon",2,-27.4253256,153.0011531
"207","Alderley","Pekingese",1,-27.4253256,153.0011531
"208","Alderley","Pointer",2,-27.4253256,153.0011531
"209","Alderley","Pomeranian",8,-27.4253256,153.0011531
"210","Alderley","Poodle",44,-27.4253256,153.0011531
"211","Alderley","Poodle (Miniature)",6,-27.4253256,153.0011531
"212","Alderley","Poodle (Standard)",2,-27.4253256,153.0011531
"213","Alderley","Poodle (Toy)",7,-27.4253256,153.0011531
"214","Alderley","Pug",4,-27.4253256,153.0011531
"215","Alderley","Rhodesian Ridgeback",8,-27.4253256,153.0011531
"216","Alderley","Rottweiler",5,-27.4253256,153.0011531
"217","Alderley","Samoyed",1,-27.4253256,153.0011531
"218","Alderley","Schnauzer",10,-27.4253256,153.0011531
"219","Alderley","Schnauzer (Miniature)",3,-27.4253256,153.0011531
"220","Alderley","Scottish Terrier",2,-27.4253256,153.0011531
"221","Alderley","Shar Pei",2,-27.4253256,153.0011531
"222","Alderley","Shetland Sheepdog",2,-27.4253256,153.0011531
"223","Alderley","Shih Tzu",12,-27.4253256,153.0011531
"224","Alderley","Siberian Husky",2,-27.4253256,153.0011531
"225","Alderley","Small Cross Breed",5,-27.4253256,153.0011531
"226","Alderley","St Bernard",1,-27.4253256,153.0011531
"227","Alderley","Staffordshire Bull Terrier",33,-27.4253256,153.0011531
"228","Alderley","Tenterfield Terrier",3,-27.4253256,153.0011531
"229","Alderley","Tibetan Spaniel",1,-27.4253256,153.0011531
"230","Alderley","Unknown",3,-27.4253256,153.0011531
"231","Alderley","Weimaraner",1,-27.4253256,153.0011531
"232","Alderley","Welsh Corgi",3,-27.4253256,153.0011531
"233","Alderley","Welsh Corgi (Pembroke)",1,-27.4253256,153.0011531
"234","Alderley","Welsh Terrier",1,-27.4253256,153.0011531
"235","Alderley","West Highland White Terrier",5,-27.4253256,153.0011531
"236","Alderley","Whippet",2,-27.4253256,153.0011531
"237","Algester","Akita",2,-27.6116413,153.0358129
"238","Algester","Alaskan Malamute",3,-27.6116413,153.0358129
"239","Algester","American Staffordshire Terrier",22,-27.6116413,153.0358129
"240","Algester","Australian Cattle Dog",13,-27.6116413,153.0358129
"241","Algester","Australian Kelpie",16,-27.6116413,153.0358129
"242","Algester","Australian Shepherd",1,-27.6116413,153.0358129
"243","Algester","Australian Silky Terrier",10,-27.6116413,153.0358129
"244","Algester","Australian Terrier",1,-27.6116413,153.0358129
"245","Algester","Basenji",1,-27.6116413,153.0358129
"246","Algester","Beagle",10,-27.6116413,153.0358129
"247","Algester","Bearded Collie",1,-27.6116413,153.0358129
"248","Algester","Belgian Shepherd",2,-27.6116413,153.0358129
"249","Algester","Bernese Mountain Dog",3,-27.6116413,153.0358129
"250","Algester","Bichon Frise",4,-27.6116413,153.0358129
"251","Algester","Border Collie",35,-27.6116413,153.0358129
"252","Algester","Boxer",9,-27.6116413,153.0358129
"253","Algester","Bull Arab",8,-27.6116413,153.0358129
"254","Algester","Bull Terrier",2,-27.6116413,153.0358129
"255","Algester","Bull Terrier (Miniature)",2,-27.6116413,153.0358129
"256","Algester","Bulldog",1,-27.6116413,153.0358129
"257","Algester","Bullmastiff",6,-27.6116413,153.0358129
"258","Algester","Cane Corso",1,-27.6116413,153.0358129
"259","Algester","Cavalier King Charles Spaniel",14,-27.6116413,153.0358129
"260","Algester","Chihuahua",12,-27.6116413,153.0358129
"261","Algester","Chihuahua (Long Coat)",2,-27.6116413,153.0358129
"262","Algester","Cocker Spaniel",22,-27.6116413,153.0358129
"263","Algester","Dachshund",11,-27.6116413,153.0358129
"264","Algester","Dalmatian",1,-27.6116413,153.0358129
"265","Algester","English Springer Spaniel",3,-27.6116413,153.0358129
"266","Algester","Fox Terrier",19,-27.6116413,153.0358129
"267","Algester","Fox Terrier (Smooth)",1,-27.6116413,153.0358129
"268","Algester","French Bulldog",6,-27.6116413,153.0358129
"269","Algester","German Shepherd Dog",21,-27.6116413,153.0358129
"270","Algester","German Shepherd Dog (Long Stock Coat)",2,-27.6116413,153.0358129
"271","Algester","German Shorthaired Pointer",2,-27.6116413,153.0358129
"272","Algester","Golden Retriever",14,-27.6116413,153.0358129
"273","Algester","Great Dane",7,-27.6116413,153.0358129
"274","Algester","Greyhound",3,-27.6116413,153.0358129
"275","Algester","Havanese",1,-27.6116413,153.0358129
"276","Algester","Hungarian Vizsla",1,-27.6116413,153.0358129
"277","Algester","Irish Wolfhound",1,-27.6116413,153.0358129
"278","Algester","Italian Greyhound",2,-27.6116413,153.0358129
"279","Algester","Jack Russell Terrier",19,-27.6116413,153.0358129
"280","Algester","King Charles Spaniel",3,-27.6116413,153.0358129
"281","Algester","Labrador Retriever",46,-27.6116413,153.0358129
"282","Algester","Lhasa Apso",7,-27.6116413,153.0358129
"283","Algester","Maltese",54,-27.6116413,153.0358129
"284","Algester","Maremma Sheepdog",2,-27.6116413,153.0358129
"285","Algester","Mastiff",3,-27.6116413,153.0358129
"286","Algester","Miniature Pinscher",1,-27.6116413,153.0358129
"287","Algester","Papillon",3,-27.6116413,153.0358129
"288","Algester","Pekingese",1,-27.6116413,153.0358129
"289","Algester","Pomeranian",10,-27.6116413,153.0358129
"290","Algester","Poodle",23,-27.6116413,153.0358129
"291","Algester","Poodle (Miniature)",5,-27.6116413,153.0358129
"292","Algester","Poodle (Standard)",3,-27.6116413,153.0358129
"293","Algester","Poodle (Toy)",6,-27.6116413,153.0358129
"294","Algester","Portuguese Water Dog",1,-27.6116413,153.0358129
"295","Algester","Pug",13,-27.6116413,153.0358129
"296","Algester","Rhodesian Ridgeback",11,-27.6116413,153.0358129
"297","Algester","Rottweiler",11,-27.6116413,153.0358129
"298","Algester","Samoyed",1,-27.6116413,153.0358129
"299","Algester","Schnauzer (Miniature)",3,-27.6116413,153.0358129
"300","Algester","Shar Pei",4,-27.6116413,153.0358129
"301","Algester","Shetland Sheepdog",2,-27.6116413,153.0358129
"302","Algester","Shih Tzu",24,-27.6116413,153.0358129
"303","Algester","Siberian Husky",13,-27.6116413,153.0358129
"304","Algester","Small Cross Breed",2,-27.6116413,153.0358129
"305","Algester","Staffordshire Bull Terrier",54,-27.6116413,153.0358129
"306","Algester","Tenterfield Terrier",1,-27.6116413,153.0358129
"307","Algester","Tibetan Spaniel",1,-27.6116413,153.0358129
"308","Algester","Unknown",10,-27.6116413,153.0358129
"309","Algester","Welsh Corgi",2,-27.6116413,153.0358129
"310","Algester","Welsh Corgi (Cardigan)",3,-27.6116413,153.0358129
"311","Algester","West Highland White Terrier",1,-27.6116413,153.0358129
"312","Algester","Whippet",1,-27.6116413,153.0358129
"313","Algester","Yorkshire Terrier",5,-27.6116413,153.0358129
"314","Annerley","American Staffordshire Terrier",9,-27.5138962,153.0309346
"315","Annerley","Australian Cattle Dog",26,-27.5138962,153.0309346
"316","Annerley","Australian Kelpie",32,-27.5138962,153.0309346
"317","Annerley","Australian Koolie",2,-27.5138962,153.0309346
"318","Annerley","Australian Shepherd",1,-27.5138962,153.0309346
"319","Annerley","Australian Silky Terrier",3,-27.5138962,153.0309346
"320","Annerley","Australian Stumpy Tail Cattle Dog",2,-27.5138962,153.0309346
"321","Annerley","Australian Terrier",1,-27.5138962,153.0309346
"322","Annerley","Basset Hound",1,-27.5138962,153.0309346
"323","Annerley","Beagle",10,-27.5138962,153.0309346
"324","Annerley","Belgian Shepherd",1,-27.5138962,153.0309346
"325","Annerley","Belgian Shepherd Dog",1,-27.5138962,153.0309346
"326","Annerley","Bichon Frise",6,-27.5138962,153.0309346
"327","Annerley","Border Collie",56,-27.5138962,153.0309346
"328","Annerley","Borzoi",1,-27.5138962,153.0309346
"329","Annerley","Boston Terrier",2,-27.5138962,153.0309346
"330","Annerley","Boxer",8,-27.5138962,153.0309346
"331","Annerley","British Bulldog",3,-27.5138962,153.0309346
"332","Annerley","Bull Arab",11,-27.5138962,153.0309346
"333","Annerley","Bull Terrier",3,-27.5138962,153.0309346
"334","Annerley","Bulldog",1,-27.5138962,153.0309346
"335","Annerley","Bullmastiff",1,-27.5138962,153.0309346
"336","Annerley","Cavalier King Charles Spaniel",56,-27.5138962,153.0309346
"337","Annerley","Chihuahua",17,-27.5138962,153.0309346
"338","Annerley","Chihuahua (Long Coat)",2,-27.5138962,153.0309346
"339","Annerley","Chihuahua (Smooth Coat)",2,-27.5138962,153.0309346
"340","Annerley","Chinese Crested Dog",1,-27.5138962,153.0309346
"341","Annerley","Cocker Spaniel",31,-27.5138962,153.0309346
"342","Annerley","Collie (Rough)",1,-27.5138962,153.0309346
"343","Annerley","Collie (Smooth)",1,-27.5138962,153.0309346
"344","Annerley","Dachshund",23,-27.5138962,153.0309346
"345","Annerley","Dalmatian",7,-27.5138962,153.0309346
"346","Annerley","Dandie Dinmont Terrier",1,-27.5138962,153.0309346
"347","Annerley","Dobermann",2,-27.5138962,153.0309346
"348","Annerley","Dogue de Bordeaux",1,-27.5138962,153.0309346
"349","Annerley","English Springer Spaniel",2,-27.5138962,153.0309346
"350","Annerley","Finnish Lapphund",2,-27.5138962,153.0309346
"351","Annerley","Fox Terrier",32,-27.5138962,153.0309346
"352","Annerley","Fox Terrier (Smooth)",2,-27.5138962,153.0309346
"353","Annerley","French Bulldog",11,-27.5138962,153.0309346
"354","Annerley","German Shepherd Dog",21,-27.5138962,153.0309346
"355","Annerley","German Shorthaired Pointer",5,-27.5138962,153.0309346
"356","Annerley","German Spitz",1,-27.5138962,153.0309346
"357","Annerley","Golden Retriever",25,-27.5138962,153.0309346
"358","Annerley","Great Dane",6,-27.5138962,153.0309346
"359","Annerley","Greyhound",16,-27.5138962,153.0309346
"360","Annerley","Havanese",1,-27.5138962,153.0309346
"361","Annerley","Hungarian Vizsla",3,-27.5138962,153.0309346
"362","Annerley","Irish Setter",1,-27.5138962,153.0309346
"363","Annerley","Irish Wolfhound",3,-27.5138962,153.0309346
"364","Annerley","Italian Greyhound",2,-27.5138962,153.0309346
"365","Annerley","Jack Russell Terrier",30,-27.5138962,153.0309346
"366","Annerley","Japanese Spitz",3,-27.5138962,153.0309346
"367","Annerley","Keeshond",1,-27.5138962,153.0309346
"368","Annerley","King Charles Spaniel",6,-27.5138962,153.0309346
"369","Annerley","Labrador Retriever",55,-27.5138962,153.0309346
"370","Annerley","Lagotto Romagnolo",1,-27.5138962,153.0309346
"371","Annerley","Lhasa Apso",7,-27.5138962,153.0309346
"372","Annerley","Lowchen",3,-27.5138962,153.0309346
"373","Annerley","Maltese",46,-27.5138962,153.0309346
"374","Annerley","Maremma Sheepdog",2,-27.5138962,153.0309346
"375","Annerley","Mastiff",4,-27.5138962,153.0309346
"376","Annerley","Miniature Pinscher",1,-27.5138962,153.0309346
"377","Annerley","Neapolitan Mastiff",1,-27.5138962,153.0309346
"378","Annerley","Nova Scotia Duck Tolling Retriever",2,-27.5138962,153.0309346
"379","Annerley","Papillon",3,-27.5138962,153.0309346
"380","Annerley","Pharaoh Hound",1,-27.5138962,153.0309346
"381","Annerley","Pointer",2,-27.5138962,153.0309346
"382","Annerley","Pomeranian",11,-27.5138962,153.0309346
"383","Annerley","Poodle",41,-27.5138962,153.0309346
"384","Annerley","Poodle (Miniature)",7,-27.5138962,153.0309346
"385","Annerley","Poodle (Standard)",3,-27.5138962,153.0309346
"386","Annerley","Poodle (Toy)",6,-27.5138962,153.0309346
"387","Annerley","Portuguese Water Dog",1,-27.5138962,153.0309346
"388","Annerley","Pug",9,-27.5138962,153.0309346
"389","Annerley","Rhodesian Ridgeback",5,-27.5138962,153.0309346
"390","Annerley","Rottweiler",8,-27.5138962,153.0309346
"391","Annerley","Schnauzer",10,-27.5138962,153.0309346
"392","Annerley","Schnauzer (Miniature)",4,-27.5138962,153.0309346
"393","Annerley","Shar Pei",2,-27.5138962,153.0309346
"394","Annerley","Shetland Sheepdog",3,-27.5138962,153.0309346
"395","Annerley","Shiba Inu",1,-27.5138962,153.0309346
"396","Annerley","Shih Tzu",16,-27.5138962,153.0309346
"397","Annerley","Siberian Husky",1,-27.5138962,153.0309346
"398","Annerley","Small Cross Breed",1,-27.5138962,153.0309346
"399","Annerley","St Bernard",1,-27.5138962,153.0309346
"400","Annerley","Staffordshire Bull Terrier",51,-27.5138962,153.0309346
"401","Annerley","Stag Hound",1,-27.5138962,153.0309346
"402","Annerley","Tenterfield Terrier",1,-27.5138962,153.0309346
"403","Annerley","Tibetan Spaniel",4,-27.5138962,153.0309346
"404","Annerley","Tibetan Terrier",1,-27.5138962,153.0309346
"405","Annerley","Unknown",9,-27.5138962,153.0309346
"406","Annerley","Welsh Corgi",1,-27.5138962,153.0309346
"407","Annerley","Welsh Corgi (Pembroke)",3,-27.5138962,153.0309346
"408","Annerley","Welsh Springer Spaniel",2,-27.5138962,153.0309346
"409","Annerley","Welsh Terrier",1,-27.5138962,153.0309346
"410","Annerley","West Highland White Terrier",5,-27.5138962,153.0309346
"411","Annerley","Whippet",7,-27.5138962,153.0309346
"412","Annerley","Yorkshire Terrier",1,-27.5138962,153.0309346
"413","Anstead","Airedale Terrier",1,-27.5411939,152.8623716
"414","Anstead","Akita",2,-27.5411939,152.8623716
"415","Anstead","Alaskan Malamute",2,-27.5411939,152.8623716
"416","Anstead","American Staffordshire Terrier",1,-27.5411939,152.8623716
"417","Anstead","Australian Cattle Dog",17,-27.5411939,152.8623716
"418","Anstead","Australian Kelpie",23,-27.5411939,152.8623716
"419","Anstead","Australian Koolie",2,-27.5411939,152.8623716
"420","Anstead","Australian Shepherd",1,-27.5411939,152.8623716
"421","Anstead","Australian Silky Terrier",3,-27.5411939,152.8623716
"422","Anstead","Australian Terrier",1,-27.5411939,152.8623716
"423","Anstead","Basenji",3,-27.5411939,152.8623716
"424","Anstead","Beagle",4,-27.5411939,152.8623716
"425","Anstead","Border Collie",33,-27.5411939,152.8623716
"426","Anstead","Border Terrier",1,-27.5411939,152.8623716
"427","Anstead","Borzoi",2,-27.5411939,152.8623716
"428","Anstead","Boxer",3,-27.5411939,152.8623716
"429","Anstead","British Bulldog",1,-27.5411939,152.8623716
"430","Anstead","Bull Arab",5,-27.5411939,152.8623716
"431","Anstead","Bullmastiff",3,-27.5411939,152.8623716
"432","Anstead","Cavalier King Charles Spaniel",5,-27.5411939,152.8623716
"433","Anstead","Chihuahua (Smooth Coat)",2,-27.5411939,152.8623716
